Applied Scholarship,Scholarship Level,Age,Race,Household Income,Field of Study,SPM Result (As),STPM CGPA,A-Level (As),Matriculation CGPA,Foundation CGPA,UG CGPA,Co-curricular Score,Eligibility Status,Application Status
Yayasan Sime Darby Scholarship ,UG,22,Indian,"RM124,303",Computer Science and IT,8,3.66,N/A,N/A,N/A,N/A,66,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Indian,"RM65,863",Business and Finance,2,N/A,N/A,3.9,N/A,N/A,95,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Indian,"RM73,051",Computer Science and IT,12,N/A,N/A,N/A,3.63,N/A,61,Eligible,Accepted
JPA Scholarship,PG,42,Other,"RM117,995",Engineering,6,N/A,N/A,N/A,N/A,3.77,49,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,24,Bumiputera Sabah / Sarawak,"RM38,115",Business and Finance,12,N/A,N/A,N/A,N/A,3.93,79,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM52,843",Sciences,1,N/A,4,N/A,N/A,N/A,63,Not Eligible,Rejected
MARA Scholarship,PG,33,Bumiputera Sabah / Sarawak,"RM45,894",Law and Social Sciences,8,N/A,N/A,N/A,N/A,3.32,59,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Indian,"RM57,204",Sciences,3,3.52,N/A,N/A,N/A,N/A,68,Not Eligible,Rejected
MARA Scholarship,UG,27,Malay,"RM105,423",Sciences,11,N/A,N/A,N/A,3.41,N/A,71,Eligible,Accepted
Shell Malaysia Scholarship,UG,22,Indian,"RM104,488",Engineering,9,N/A,N/A,3.55,N/A,N/A,51,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Malay,"RM22,500",Sciences,7,N/A,3,N/A,N/A,N/A,89,Eligible,Accepted
JPA Scholarship,UG,22,Malay,"RM51,186",Engineering,12,N/A,N/A,3.93,N/A,N/A,83,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Other,"RM44,385",Computer Science and IT,6,3.86,N/A,N/A,N/A,N/A,57,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,29,Bumiputera Sabah / Sarawak,"RM29,509",Sciences,11,3.81,N/A,N/A,N/A,N/A,88,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,37,Chinese,"RM201,469",Medicine and Health Care,11,N/A,N/A,N/A,N/A,3.98,68,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,23,Bumiputera Sabah / Sarawak,"RM134,064",Computer Science and IT,7,N/A,3,N/A,N/A,N/A,74,Not Eligible,Rejected
JPA Scholarship,PG,35,Bumiputera Sabah / Sarawak,"RM84,176",Computer Science and IT,9,N/A,N/A,N/A,N/A,3.94,73,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Indian,"RM63,644",Engineering,5,N/A,N/A,3.41,N/A,N/A,73,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,36,Indian,"RM67,492",Law and Social Sciences,8,N/A,N/A,N/A,N/A,3.59,76,Eligible,Rejected
MARA Scholarship,PG,26,Malay,"RM272,841",Law and Social Sciences,5,N/A,N/A,N/A,N/A,3.35,70,Not Eligible,Rejected
MARA Scholarship,UG,39,Malay,"RM170,732",Law and Social Sciences,10,2.76,N/A,N/A,N/A,N/A,44,Eligible,Accepted
JPA Scholarship,PG,41,Indian,"RM27,303",Engineering,7,N/A,N/A,N/A,N/A,3.8,80,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM79,815",Law and Social Sciences,12,N/A,3,N/A,N/A,N/A,64,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,30,Bumiputera Sabah / Sarawak,"RM177,107",Business and Finance,8,N/A,N/A,N/A,N/A,3.9,56,Not Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM6,783",Law and Social Sciences,9,N/A,N/A,3.98,N/A,N/A,78,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,26,Indian,"RM36,305",Sciences,9,N/A,5,N/A,N/A,N/A,56,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM50,823",Business and Finance,10,N/A,5,N/A,N/A,N/A,68,Eligible,Rejected
JPA Scholarship,PG,35,Malay,"RM95,805",Engineering,9,N/A,N/A,N/A,N/A,2.47,78,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Malay,"RM33,690",Computer Science and IT,9,3.69,N/A,N/A,N/A,N/A,72,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,30,Indian,"RM50,857",Sciences,8,N/A,N/A,N/A,N/A,2.08,57,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Chinese,"RM100,100",Sciences,9,N/A,5,N/A,N/A,N/A,73,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,24,Bumiputera Sabah / Sarawak,"RM86,919",Sciences,9,N/A,0,N/A,N/A,N/A,82,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Malay,"RM109,699",Sciences,5,N/A,5,N/A,N/A,N/A,59,Eligible,Accepted
JPA Scholarship,UG,23,Malay,"RM11,582",Computer Science and IT,12,N/A,N/A,N/A,3.83,N/A,71,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,26,Malay,"RM6,062",Engineering,12,N/A,N/A,N/A,N/A,3.81,62,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,21,Other,"RM87,547",Law and Social Sciences,0,3.68,N/A,N/A,N/A,N/A,65,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Malay,"RM106,722",Sciences,11,N/A,5,N/A,N/A,N/A,55,Eligible,Accepted
JPA Scholarship,UG,19,Chinese,"RM42,563",Engineering,12,N/A,N/A,2.02,N/A,N/A,81,Not Eligible,Rejected
MARA Scholarship,UG,38,Malay,"RM51,672",Computer Science and IT,6,N/A,N/A,3.82,N/A,N/A,61,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,30,Bumiputera Sabah / Sarawak,"RM17,172",Computer Science and IT,11,N/A,N/A,3.61,N/A,N/A,81,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,34,Bumiputera Sabah / Sarawak,"RM113,035",Sciences,5,N/A,N/A,N/A,N/A,3.98,79,Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM59,367",Law and Social Sciences,7,N/A,N/A,3.81,N/A,N/A,64,Not Eligible,Rejected
JPA Scholarship,PG,39,Chinese,"RM24,072",Engineering,11,N/A,N/A,N/A,N/A,3.92,71,Eligible,Rejected
Gamuda Scholarship,UG,21,Bumiputera Sabah / Sarawak,"RM115,737",Business and Finance,5,N/A,N/A,3.96,N/A,N/A,46,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,39,Other,"RM131,577",Sciences,9,N/A,N/A,N/A,N/A,3.59,79,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,29,Other,"RM45,471",Business and Finance,11,N/A,4,N/A,N/A,N/A,81,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,24,Indian,"RM55,017",Medicine and Health Care,10,N/A,N/A,N/A,N/A,3.85,51,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Indian,"RM115,829",Engineering,1,N/A,N/A,3.2,N/A,N/A,58,Not Eligible,Rejected
JPA Scholarship,PG,33,Chinese,"RM51,716",Business and Finance,12,N/A,N/A,N/A,N/A,3.91,60,Eligible,Accepted
Gamuda Scholarship,UG,24,Other,"RM56,943",Business and Finance,11,N/A,N/A,N/A,3.56,N/A,62,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,35,Indian,"RM99,289",Business and Finance,5,N/A,N/A,N/A,N/A,3.9,76,Eligible,Accepted
JPA Scholarship,PG,33,Malay,"RM135,681",Computer Science and IT,6,N/A,N/A,N/A,N/A,2.63,39,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,40,Other,"RM56,569",Engineering,9,N/A,N/A,N/A,N/A,3.85,59,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,23,Chinese,"RM46,161",Computer Science and IT,7,N/A,0,N/A,N/A,N/A,43,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,32,Malay,"RM20,918",Sciences,12,N/A,N/A,N/A,N/A,3.81,64,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM107,258",Sciences,2,N/A,5,N/A,N/A,N/A,73,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,19,Other,"RM82,374",Business and Finance,9,3.62,N/A,N/A,N/A,N/A,57,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,22,Other,"RM62,851",Computer Science and IT,8,N/A,N/A,2.15,N/A,N/A,54,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Chinese,"RM57,103",Business and Finance,8,N/A,4,N/A,N/A,N/A,73,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,29,Malay,"RM104,070",Law and Social Sciences,8,N/A,N/A,3.94,N/A,N/A,75,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,19,Chinese,"RM106,403",Engineering,5,N/A,5,N/A,N/A,N/A,63,Eligible,Accepted
JPA Scholarship,PG,41,Indian,"RM54,258",Computer Science and IT,12,N/A,N/A,N/A,N/A,3.95,72,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM89,789",Medicine and Health Care,9,N/A,5,N/A,N/A,N/A,52,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Other,"RM35,554",Engineering,10,N/A,1,N/A,N/A,N/A,54,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM206,710",Law and Social Sciences,8,N/A,4,N/A,N/A,N/A,76,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM14,840",Medicine and Health Care,1,N/A,N/A,3.86,N/A,N/A,84,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,24,Other,"RM24,551",Law and Social Sciences,12,N/A,4,N/A,N/A,N/A,55,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,18,Other,"RM31,339",Engineering,9,N/A,N/A,2.12,N/A,N/A,79,Not Eligible,Rejected
MARA Scholarship,UG,32,Malay,"RM77,710",Medicine and Health Care,10,N/A,N/A,3.29,N/A,N/A,80,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,27,Malay,"RM99,923",Engineering,8,3.85,N/A,N/A,N/A,N/A,76,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,34,Chinese,"RM120,844",Computer Science and IT,6,N/A,N/A,N/A,N/A,3.8,71,Eligible,Rejected
Shell Malaysia Scholarship,UG,20,Chinese,"RM27,049",Sciences,11,N/A,N/A,3.26,N/A,N/A,61,Not Eligible,Rejected
MARA Scholarship,PG,25,Bumiputera Sabah / Sarawak,"RM181,482",Law and Social Sciences,5,N/A,N/A,N/A,N/A,3.77,44,Eligible,Accepted
MARA Scholarship,PG,35,Other,"RM214,409",Sciences,8,N/A,N/A,N/A,N/A,3.52,76,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other,"RM61,034",Medicine and Health Care,11,N/A,N/A,3.95,N/A,N/A,66,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,34,Indian,"RM35,390",Sciences,8,N/A,N/A,N/A,N/A,3.36,61,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM53,569",Engineering,9,N/A,N/A,3.11,N/A,N/A,37,Eligible,Rejected
JPA Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM37,648",Engineering,11,N/A,1,N/A,N/A,N/A,54,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,36,Other,"RM63,055",Law and Social Sciences,8,N/A,N/A,N/A,N/A,3.93,58,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,24,Other,"RM82,635",Engineering,5,N/A,N/A,2.71,N/A,N/A,60,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,29,Chinese,"RM65,118",Sciences,7,N/A,N/A,N/A,N/A,3.74,61,Eligible,Rejected
JPA Scholarship,UG,19,Indian,"RM89,412",Computer Science and IT,9,N/A,4,N/A,N/A,N/A,67,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,19,Chinese,"RM89,459",Engineering,11,3.95,N/A,N/A,N/A,N/A,67,Eligible,Accepted
MARA Scholarship,PG,41,Bumiputera Sabah / Sarawak,"RM123,232",Business and Finance,6,N/A,N/A,N/A,N/A,3.61,51,Not Eligible,Rejected
JPA Scholarship,PG,38,Other,"RM35,256",Sciences,9,N/A,N/A,N/A,N/A,3.93,93,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,32,Other,"RM133,194",Law and Social Sciences,6,N/A,N/A,N/A,N/A,3.66,51,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,31,Other,"RM52,604",Computer Science and IT,12,N/A,N/A,N/A,N/A,3.94,61,Eligible,Accepted
JPA Scholarship,PG,41,Bumiputera Sabah / Sarawak,"RM126,185",Sciences,10,N/A,N/A,N/A,N/A,3.86,55,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM6,272",Engineering,10,N/A,5,N/A,N/A,N/A,87,Eligible,Rejected
MARA Scholarship,PG,37,Malay,"RM270,264",Law and Social Sciences,12,N/A,N/A,N/A,N/A,3.86,74,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Malay,"RM101,880",Engineering,6,3.63,N/A,N/A,N/A,N/A,49,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,22,Indian,"RM43,907",Business and Finance,5,N/A,4,N/A,N/A,N/A,76,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Chinese,"RM7,476",Sciences,11,N/A,N/A,3.76,N/A,N/A,84,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM56,982",Medicine and Health Care,8,N/A,N/A,N/A,2.08,N/A,78,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,25,Malay,"RM84,267",Law and Social Sciences,5,N/A,N/A,N/A,N/A,3.96,61,Eligible,Rejected
JPA Scholarship,UG,19,Malay,"RM11,304",Sciences,6,N/A,N/A,3.83,N/A,N/A,68,Not Eligible,Rejected
JPA Scholarship,PG,35,Malay,"RM17,946",Sciences,11,N/A,N/A,N/A,N/A,3.8,43,Eligible,Rejected
MARA Scholarship,UG,42,Bumiputera Sabah / Sarawak,"RM59,912",Business and Finance,8,3.17,N/A,N/A,N/A,N/A,69,Not Eligible,Rejected
MARA Scholarship,PG,32,Bumiputera Sabah / Sarawak,"RM99,623",Computer Science and IT,12,N/A,N/A,N/A,N/A,3.34,44,Eligible,Rejected
Shell Malaysia Scholarship,UG,22,Chinese,"RM120,201",Business and Finance,8,N/A,N/A,3.11,N/A,N/A,81,Not Eligible,Rejected
JPA Scholarship,UG,18,Indian,"RM24,457",Law and Social Sciences,9,N/A,N/A,N/A,3.97,N/A,79,Eligible,Accepted
MARA Scholarship,UG,24,Chinese,"RM140,120",Engineering,8,N/A,N/A,2.84,N/A,N/A,67,Not Eligible,Rejected
MARA Scholarship,PG,36,Bumiputera Sabah / Sarawak,"RM189,734",Sciences,7,N/A,N/A,N/A,N/A,3.94,34,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,23,Other,"RM165,941",Business and Finance,12,N/A,N/A,3.35,N/A,N/A,59,Not Eligible,Rejected
MARA Scholarship,PG,27,Malay,"RM38,985",Law and Social Sciences,10,N/A,N/A,N/A,N/A,3.84,87,Eligible,Rejected
MARA Scholarship,PG,39,Bumiputera Sabah / Sarawak,"RM267,834",Computer Science and IT,7,N/A,N/A,N/A,N/A,3.17,54,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,24,Other,"RM34,676",Computer Science and IT,10,N/A,4,N/A,N/A,N/A,61,Eligible,Accepted
Gamuda Scholarship,UG,20,Other,"RM86,847",Computer Science and IT,12,N/A,4,N/A,N/A,N/A,55,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,22,Other,"RM38,965",Sciences,12,N/A,N/A,N/A,3.89,N/A,61,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,38,Malay,"RM159,047",Law and Social Sciences,7,N/A,N/A,N/A,N/A,3.7,45,Not Eligible,Rejected
MARA Scholarship,UG,24,Malay,"RM86,522",Sciences,5,N/A,N/A,3.35,N/A,N/A,60,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM62,723",Engineering,6,N/A,N/A,3.92,N/A,N/A,72,Not Eligible,Rejected
JPA Scholarship,PG,35,Chinese,"RM20,966",Engineering,6,N/A,N/A,N/A,N/A,3.88,64,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,38,Malay,"RM20,427",Computer Science and IT,9,N/A,N/A,N/A,N/A,3.1,44,Not Eligible,Rejected
JPA Scholarship,PG,40,Other,"RM115,072",Law and Social Sciences,12,N/A,N/A,N/A,N/A,3.92,56,Eligible,Accepted
MARA Scholarship,PG,24,Malay,"RM97,447",Business and Finance,9,N/A,N/A,N/A,N/A,2.6,65,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,40,Bumiputera Sabah / Sarawak,"RM79,875",Law and Social Sciences,9,N/A,N/A,N/A,N/A,3.53,77,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Chinese,"RM119,417",Business and Finance,6,N/A,N/A,3.29,N/A,N/A,87,Not Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM15,324",Law and Social Sciences,10,N/A,N/A,3.81,N/A,N/A,70,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,42,Chinese,"RM115,589",Computer Science and IT,12,N/A,N/A,N/A,N/A,3.68,53,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,37,Malay,"RM105,932",Sciences,8,N/A,N/A,N/A,N/A,3.77,66,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM93,769",Computer Science and IT,5,N/A,N/A,3.91,N/A,N/A,63,Not Eligible,Rejected
MARA Scholarship,UG,25,Malay,"RM62,447",Sciences,6,N/A,N/A,N/A,3.52,N/A,100,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,39,Chinese,"RM84,730",Law and Social Sciences,11,N/A,N/A,N/A,N/A,2.94,59,Not Eligible,Rejected
JPA Scholarship,PG,35,Chinese,"RM52,496",Law and Social Sciences,6,N/A,N/A,N/A,N/A,3.9,68,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,45,Other,"RM45,707",Engineering,9,N/A,N/A,N/A,N/A,3.88,44,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Chinese,"RM64,288",Business and Finance,11,N/A,4,N/A,N/A,N/A,64,Eligible,Accepted
MARA Scholarship,UG,24,Bumiputera Sabah / Sarawak,"RM27,579",Business and Finance,11,N/A,N/A,N/A,2.11,N/A,68,Not Eligible,Rejected
JPA Scholarship,PG,35,Bumiputera Sabah / Sarawak,"RM27,404",Computer Science and IT,9,N/A,N/A,N/A,N/A,3.72,64,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM103,845",Law and Social Sciences,2,N/A,N/A,N/A,3.62,N/A,63,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM29,452",Sciences,12,3.69,N/A,N/A,N/A,N/A,66,Eligible,Accepted
MARA Scholarship,PG,38,Malay,"RM207,447",Business and Finance,5,N/A,N/A,N/A,N/A,2.89,81,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Other,"RM67,157",Law and Social Sciences,7,N/A,4,N/A,N/A,N/A,50,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,26,Indian,"RM34,175",Sciences,6,N/A,N/A,N/A,N/A,3.46,63,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,20,Chinese,"RM63,674",Law and Social Sciences,9,N/A,N/A,N/A,3.52,N/A,29,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,41,Bumiputera Sabah / Sarawak,"RM99,591",Computer Science and IT,11,N/A,N/A,N/A,N/A,3.92,56,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM77,283",Business and Finance,10,N/A,N/A,3.01,N/A,N/A,49,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,25,Other,"RM48,680",Computer Science and IT,11,N/A,N/A,N/A,N/A,3.46,81,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Bumiputera Sabah / Sarawak,"RM44,899",Engineering,8,N/A,4,N/A,N/A,N/A,67,Eligible,Accepted
Shell Malaysia Scholarship,UG,22,Indian,"RM46,806",Business and Finance,11,N/A,N/A,3.26,N/A,N/A,59,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,31,Other,"RM17,449",Sciences,7,N/A,N/A,N/A,N/A,3.76,58,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,43,Bumiputera Sabah / Sarawak,"RM16,263",Business and Finance,7,N/A,N/A,N/A,N/A,3.81,77,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other,"RM46,182",Engineering,10,N/A,N/A,N/A,3.56,N/A,53,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM82,682",Business and Finance,7,N/A,4,N/A,N/A,N/A,58,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM6,116",Law and Social Sciences,12,N/A,N/A,3.72,N/A,N/A,78,Eligible,Accepted
JPA Scholarship,PG,27,Bumiputera Sabah / Sarawak,"RM22,770",Sciences,12,N/A,N/A,N/A,N/A,3.37,65,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,39,Chinese,"RM46,267",Law and Social Sciences,9,N/A,N/A,N/A,N/A,3.97,69,Eligible,Accepted
JPA Scholarship,UG,24,Malay,"RM60,590",Business and Finance,9,N/A,4,N/A,N/A,N/A,75,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM7,958",Business and Finance,12,N/A,N/A,3.05,N/A,N/A,73,Eligible,Rejected
JPA Scholarship,UG,19,Indian,"RM70,971",Law and Social Sciences,11,N/A,5,N/A,N/A,N/A,72,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM33,450",Computer Science and IT,8,N/A,N/A,3.88,N/A,N/A,89,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Chinese,"RM47,846",Business and Finance,12,N/A,1,N/A,N/A,N/A,66,Not Eligible,Rejected
MARA Scholarship,PG,24,Bumiputera Sabah / Sarawak,"RM32,347",Business and Finance,8,N/A,N/A,N/A,N/A,3.97,69,Eligible,Rejected
MARA Scholarship,UG,39,Bumiputera Sabah / Sarawak,"RM51,469",Business and Finance,7,N/A,N/A,2.55,N/A,N/A,58,Not Eligible,Rejected
MARA Scholarship,PG,32,Bumiputera Sabah / Sarawak,"RM202,257",Engineering,8,N/A,N/A,N/A,N/A,3.09,62,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,45,Malay,"RM22,064",Business and Finance,5,N/A,N/A,N/A,N/A,3.59,94,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,30,Bumiputera Sabah / Sarawak,"RM17,767",Law and Social Sciences,6,N/A,N/A,N/A,N/A,3.64,53,Eligible,Rejected
JPA Scholarship,UG,18,Indian,"RM70,211",Law and Social Sciences,12,N/A,4,N/A,N/A,N/A,53,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,25,Chinese,"RM111,192",Computer Science and IT,11,N/A,N/A,N/A,N/A,3.73,64,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM47,982",Engineering,11,N/A,0,N/A,N/A,N/A,63,Not Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM22,760",Business and Finance,9,N/A,N/A,N/A,3.89,N/A,37,Eligible,Accepted
MARA Scholarship,UG,42,Malay,"RM38,656",Computer Science and IT,12,2.78,N/A,N/A,N/A,N/A,48,Not Eligible,Rejected
JPA Scholarship,PG,31,Indian,"RM56,292",Business and Finance,10,N/A,N/A,N/A,N/A,3.74,64,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,31,Indian,"RM78,248",Sciences,12,N/A,N/A,N/A,N/A,3.28,100,Not Eligible,Rejected
MARA Scholarship,PG,33,Malay,"RM193,210",Law and Social Sciences,8,N/A,N/A,N/A,N/A,3.53,34,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,40,Other,"RM20,872",Computer Science and IT,8,N/A,N/A,N/A,N/A,2.24,50,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,29,Bumiputera Sabah / Sarawak,"RM31,468",Engineering,12,N/A,N/A,N/A,N/A,3.57,57,Eligible,Accepted
JPA Scholarship,UG,20,Other,"RM56,172",Business and Finance,9,N/A,N/A,N/A,3.78,N/A,76,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Other,"RM90,220",Law and Social Sciences,11,N/A,4,N/A,N/A,N/A,72,Eligible,Rejected
JPA Scholarship,PG,44,Other,"RM35,790",Engineering,11,N/A,N/A,N/A,N/A,3.81,55,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,24,Bumiputera Sabah / Sarawak,"RM122,007",Sciences,6,N/A,N/A,3.83,N/A,N/A,52,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,20,Malay,"RM61,571",Law and Social Sciences,4,N/A,4,N/A,N/A,N/A,60,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,38,Bumiputera Sabah / Sarawak,"RM45,279",Engineering,10,N/A,N/A,N/A,N/A,3.65,56,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,26,Chinese,"RM56,657",Law and Social Sciences,11,N/A,N/A,N/A,3.8,N/A,51,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM11,237",Engineering,10,N/A,N/A,3.82,N/A,N/A,70,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,29,Indian,"RM47,227",Computer Science and IT,10,3.86,N/A,N/A,N/A,N/A,63,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Indian,"RM9,318",Sciences,11,N/A,N/A,3.42,N/A,N/A,83,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,21,Indian,"RM113,365",Business and Finance,5,N/A,4,N/A,N/A,N/A,82,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,24,Chinese,"RM94,624",Law and Social Sciences,10,4.0,N/A,N/A,N/A,N/A,57,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,23,Chinese,"RM109,593",Engineering,7,2.66,N/A,N/A,N/A,N/A,91,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Bumiputera Sabah / Sarawak,"RM31,393",Sciences,9,N/A,N/A,3.77,N/A,N/A,60,Eligible,Accepted
JPA Scholarship,UG,19,Chinese,"RM95,812",Law and Social Sciences,12,N/A,N/A,3.77,N/A,N/A,79,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM41,143",Law and Social Sciences,12,N/A,N/A,N/A,3.71,N/A,76,Eligible,Accepted
Shell Malaysia Scholarship,UG,20,Malay,"RM50,465",Sciences,12,N/A,N/A,3.14,N/A,N/A,50,Not Eligible,Rejected
MARA Scholarship,UG,21,Bumiputera Sabah / Sarawak,"RM202,401",Business and Finance,9,N/A,N/A,N/A,3.11,N/A,77,Eligible,Rejected
